SentenceA,SentenceB,Sample,A_B_neut,A_B_cont,A_B_ent,A_B_Label,B_A_neut,B_A_cont,B_A_ent,B_A_Label,Type
"The hotel was situated close to a metro station, allowing travel to the restaurants of Old Montreal and within walking distance of the Montreal Jazz Festival.",The rooms were spacious and luxurious at the same time.,44,0.9975546002388,0.001111761899664998,0.0013336862903088331,neutral,0.9976773858070374,0.0012463339371606708,0.0010763503378257155,neutral,ref
"The hotel was situated close to a metro station, allowing travel to the restaurants of Old Montreal and within walking distance of the Montreal Jazz Festival.",The breakfast provided via room service was really tasty.,44,0.9974693059921265,0.0015131543623283505,0.0010175417410209775,neutral,0.9973244667053223,0.0017794318264350295,0.000896029407158494,neutral,ref
"The hotel was situated close to a metro station, allowing travel to the restaurants of Old Montreal and within walking distance of the Montreal Jazz Festival.",There was a garage to park your car.,44,0.9976499676704407,0.0012857235269621015,0.0010643190471455455,neutral,0.9960876703262329,0.0024292238522320986,0.0014831135049462318,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,"This hotel never disappoints during your stay, whether it's for a shopping weekend or something else it's a great place to stay.",44,0.9760158061981201,0.0011667110957205296,0.022817442193627357,neutral,0.9975154399871826,0.0007570325979031622,0.001727565540932119,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,The hotel is in the centre of Montreal's shopping district.,44,0.997732400894165,0.001009761937893927,0.001257830299437046,neutral,0.9976772665977478,0.0009178109467029572,0.0014049698365852237,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,It is close to McGill University as well as Ogilvy in a safe part of the city.,44,0.9977722764015198,0.0009665802936069667,0.0012611037818714976,neutral,0.9977023005485535,0.0009266138658858836,0.0013711466453969479,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,"There are some really cool and handy features and amenities included in the rooms such as iPod docking station, a pressure shower, DVD player and television and Jacuzzi tub in the bathroom was great.",44,0.9973809123039246,0.0006319272215478122,0.0019871003460139036,neutral,0.9948847889900208,0.0007371955434791744,0.004378036130219698,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,The rooms were spacious and luxurious at the same time.,44,0.04104769974946976,0.000697084644343704,0.9582552909851074,entailment,0.6049702167510986,0.0009546182700432837,0.3940751850605011,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,The breakfast provided via room service was really tasty.,44,0.9973742961883545,0.0016514452872797847,0.0009742523543536663,neutral,0.9975196719169617,0.0014155225362628698,0.001064732437953353,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,There was a garage to park your car.,44,0.6444831490516663,0.164010152220726,0.1915067583322525,neutral,0.9973801970481873,0.0007023984217084944,0.0019174112239852548,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,"This hotel never disappoints during your stay, whether it's for a shopping weekend or something else it's a great place to stay.",44,0.9344419836997986,0.05969613045454025,0.005861854180693626,neutral,0.9977044463157654,0.0007963238749653101,0.0014993101358413696,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,The hotel is in the centre of Montreal's shopping district.,44,0.9969106316566467,0.002347982721403241,0.0007414474384859204,neutral,0.9974344372749329,0.0006372299394570291,0.0019283469300717115,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,It is close to McGill University as well as Ogilvy in a safe part of the city.,44,0.9969757795333862,0.0022759849671274424,0.0007482889341190457,neutral,0.9977318644523621,0.0007225828594528139,0.0015456178225576878,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,"There are some really cool and handy features and amenities included in the rooms such as iPod docking station, a pressure shower, DVD player and television and Jacuzzi tub in the bathroom was great.",44,0.9873981475830078,0.011308372020721436,0.0012935155536979437,neutral,0.996910035610199,0.0009525167406536639,0.0021374698262661695,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,The rooms were spacious and luxurious at the same time.,44,0.9966185092926025,0.0024759613443166018,0.0009055567788891494,neutral,0.9968597888946533,0.0007254695519804955,0.0024147138465195894,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,The breakfast provided via room service was really tasty.,44,0.9973435997962952,0.0018641548231244087,0.0007922491058707237,neutral,0.8466557860374451,0.0037146639078855515,0.14962953329086304,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,There was a garage to park your car.,44,0.27950096130371094,0.6737966537475586,0.04670240357518196,contradiction,0.9521466493606567,0.0017879643710330129,0.046065397560596466,neutral,ref
The rooms have free WiFi available with lovely modern art too.,"This hotel never disappoints during your stay, whether it's for a shopping weekend or something else it's a great place to stay.",44,0.9876712560653687,0.0010901709320023656,0.011238622479140759,neutral,0.9976315498352051,0.0012164260260760784,0.0011519587133079767,neutral,ref
The rooms have free WiFi available with lovely modern art too.,The hotel is in the centre of Montreal's shopping district.,44,0.9977036118507385,0.001049281214363873,0.0012471460504457355,neutral,0.997717022895813,0.0011739744804799557,0.001109024859033525,neutral,ref
The rooms have free WiFi available with lovely modern art too.,It is close to McGill University as well as Ogilvy in a safe part of the city.,44,0.9977365732192993,0.001154632424004376,0.0011088043684139848,neutral,0.9976692795753479,0.0012955162674188614,0.0010351818054914474,neutral,ref
The rooms have free WiFi available with lovely modern art too.,"There are some really cool and handy features and amenities included in the rooms such as iPod docking station, a pressure shower, DVD player and television and Jacuzzi tub in the bathroom was great.",44,0.9655303955078125,0.015554562211036682,0.01891503669321537,neutral,0.9970120191574097,0.002146063605323434,0.0008418721263296902,neutral,ref
The rooms have free WiFi available with lovely modern art too.,The rooms were spacious and luxurious at the same time.,44,0.965419590473175,0.0011168462224304676,0.033463556319475174,neutral,0.9976843595504761,0.000990076456218958,0.0013255499070510268,neutral,ref
The rooms have free WiFi available with lovely modern art too.,The breakfast provided via room service was really tasty.,44,0.9956182241439819,0.003711178433150053,0.0006706136045977473,neutral,0.9963776469230652,0.0028700476977974176,0.0007522834930568933,neutral,ref
The rooms have free WiFi available with lovely modern art too.,There was a garage to park your car.,44,0.4018402397632599,0.3773672878742218,0.22079245746135712,neutral,0.9975301623344421,0.0014974221121519804,0.0009724709088914096,neutral,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,"This hotel never disappoints during your stay, whether it's for a shopping weekend or something else it's a great place to stay.",44,0.9817481637001038,0.002456630114465952,0.01579524576663971,neutral,0.9978041052818298,0.001066476688720286,0.0011293684365227818,neutral,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,The hotel is in the centre of Montreal's shopping district.,44,0.9976613521575928,0.0010958085767924786,0.001242843340151012,neutral,0.9976093769073486,0.0014622410526499152,0.000928327499423176,neutral,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,It is close to McGill University as well as Ogilvy in a safe part of the city.,44,0.9976490139961243,0.0013283946318551898,0.0010226358426734805,neutral,0.9977113008499146,0.0012575667351484299,0.0010311269434168935,neutral,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,"There are some really cool and handy features and amenities included in the rooms such as iPod docking station, a pressure shower, DVD player and television and Jacuzzi tub in the bathroom was great.",44,0.9855272769927979,0.009237748570740223,0.005235041491687298,neutral,0.8362878561019897,0.16113032400608063,0.0025818466674536467,neutral,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,The rooms were spacious and luxurious at the same time.,44,0.9977753758430481,0.0012029540957883,0.0010216501541435719,neutral,0.9766867160797119,0.02172732912003994,0.0015859532868489623,neutral,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,The breakfast provided via room service was really tasty.,44,0.9929734468460083,0.006160959601402283,0.0008655554847791791,neutral,0.46519896388053894,0.5279815793037415,0.006819546222686768,contradiction,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,There was a garage to park your car.,44,0.516686737537384,0.27347472310066223,0.20983852446079254,neutral,0.841178834438324,0.1500653326511383,0.008755863644182682,neutral,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,"This hotel never disappoints during your stay, whether it's for a shopping weekend or something else it's a great place to stay.",44,0.9846285581588745,0.0013096341863274574,0.014061818830668926,neutral,0.9973256587982178,0.0018428675830364227,0.0008314467268064618,neutral,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,The hotel is in the centre of Montreal's shopping district.,44,0.9960116147994995,0.0032607372850179672,0.0007276930846273899,neutral,0.2615284025669098,0.7371834516525269,0.0012881123693659902,contradiction,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,It is close to McGill University as well as Ogilvy in a safe part of the city.,44,0.9977613687515259,0.0011118307011201978,0.001126843155361712,neutral,0.9977733492851257,0.0012117807054892182,0.0010148307774215937,neutral,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,"There are some really cool and handy features and amenities included in the rooms such as iPod docking station, a pressure shower, DVD player and television and Jacuzzi tub in the bathroom was great.",44,0.9955969452857971,0.0013159092050045729,0.0030871254857629538,neutral,0.9543096423149109,0.04453157261013985,0.0011587903136387467,neutral,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,The rooms were spacious and luxurious at the same time.,44,0.997803270816803,0.0008676695288158953,0.0013290714705362916,neutral,0.9906309247016907,0.007951922714710236,0.001417164457961917,neutral,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,The breakfast provided via room service was really tasty.,44,0.9976106882095337,0.0015068183420225978,0.0008824876858852804,neutral,0.5730865597724915,0.4217427968978882,0.005170613061636686,neutral,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,There was a garage to park your car.,44,0.9569801092147827,0.025387205183506012,0.017632709816098213,neutral,0.9422284364700317,0.05555122718214989,0.002220282331109047,neutral,ref
After booking directly with the hotel it was really impressive and made for a very special weekend.,The staff at the hotel were accommodating to guests.,44,0.9903661012649536,0.0005166612099856138,0.009117191657423973,neutral,0.995377779006958,0.0004312219680286944,0.00419100234284997,neutral,ref
This is the place to be.,The staff at the hotel were accommodating to guests.,44,0.9960740804672241,0.00046613221638835967,0.0034598589409142733,neutral,0.926787257194519,0.002645422238856554,0.07056734710931778,neutral,ref
"The hotel was situated close to a metro station, allowing travel to the restaurants of Old Montreal and within walking distance of the Montreal Jazz Festival.",The staff at the hotel were accommodating to guests.,44,0.9978099465370178,0.000865157984662801,0.0013249545590952039,neutral,0.9978176355361938,0.0011377017945051193,0.0010446935193613172,neutral,ref
The rooms are adequately sized but are clean and with elegant furnishings.,The staff at the hotel were accommodating to guests.,44,0.9963294863700867,0.0005188030772842467,0.0031517306342720985,neutral,0.9978340268135071,0.0008786785765551031,0.001287302584387362,neutral,ref
The rooms retain some history from its previous incarnation as a bank.,The staff at the hotel were accommodating to guests.,44,0.9974761605262756,0.0013143726391717792,0.00120945752132684,neutral,0.9967603087425232,0.0006073779659345746,0.0026322954799979925,neutral,ref
The rooms have free WiFi available with lovely modern art too.,The staff at the hotel were accommodating to guests.,44,0.9945248365402222,0.0006091946852393448,0.004866019822657108,neutral,0.9977353811264038,0.00118155125528574,0.0010830634273588657,neutral,ref
The hotel has a good bar that is ideal for relaxing whilst listening to some live music.,The staff at the hotel were accommodating to guests.,44,0.9974886178970337,0.0006172714638523757,0.001894058077596128,neutral,0.9977346658706665,0.0013029868714511395,0.0009623808437027037,neutral,ref
The hotel had no street noise at all and on Friday and Saturday evenings there was a music group playing at the bar area.,The staff at the hotel were accommodating to guests.,44,0.9927800297737122,0.0007053234148770571,0.006514651235193014,neutral,0.9949967861175537,0.004116039257496595,0.0008871553582139313,neutral,ref
"This hotel never disappoints during your stay, whether it's for a shopping weekend or something else it's a great place to stay.",The staff at the hotel were accommodating to guests.,44,0.974565863609314,0.0008349631680175662,0.024599185213446617,neutral,0.9701592326164246,0.002800252288579941,0.027040524408221245,neutral,ref
The hotel is in the centre of Montreal's shopping district.,The staff at the hotel were accommodating to guests.,44,0.9978415966033936,0.0008169773500412703,0.0013414580607786775,neutral,0.9976232647895813,0.0009592470596544445,0.0014174791285768151,neutral,ref
It is close to McGill University as well as Ogilvy in a safe part of the city.,The staff at the hotel were accommodating to guests.,44,0.997744083404541,0.0008053355268202722,0.0014505686704069376,neutral,0.9978183507919312,0.0009085329947993159,0.001273081754334271,neutral,ref
"There are some really cool and handy features and amenities included in the rooms such as iPod docking station, a pressure shower, DVD player and television and Jacuzzi tub in the bathroom was great.",The staff at the hotel were accommodating to guests.,44,0.9930110573768616,0.0007575729978270829,0.006231328472495079,neutral,0.9978036284446716,0.0007697574910707772,0.0014265974750742316,neutral,ref
The rooms were spacious and luxurious at the same time.,The staff at the hotel were accommodating to guests.,44,0.9924237728118896,0.0006579527398571372,0.0069182319566607475,neutral,0.9978291392326355,0.0011107054306194186,0.0010601686080917716,neutral,ref
The breakfast provided via room service was really tasty.,The staff at the hotel were accommodating to guests.,44,0.9356101155281067,0.00125843973364681,0.06313149631023407,neutral,0.9977263808250427,0.0012013920350000262,0.0010722281876951456,neutral,ref
There was a garage to park your car.,The staff at the hotel were accommodating to guests.,44,0.9896928668022156,0.0008115739328786731,0.009495620615780354,neutral,0.9717570543289185,0.004963734187185764,0.02327919192612171,neutral,ref
The hotel was a bargain and comes highly recommended.,The hotel even has a kids' club.,45,0.9976820945739746,0.0012220964999869466,0.0010957377962768078,neutral,0.997820258140564,0.0008289159159176052,0.0013508484698832035,neutral,ref
The hotel was a bargain and comes highly recommended.,The hotel is conveniently near the tram system and there are great views of the coast.,45,0.9975044131278992,0.0010441779159009457,0.0014513949863612652,neutral,0.9977557063102722,0.0007255338714458048,0.0015188130782917142,neutral,ref
The hotel was a bargain and comes highly recommended.,An ideal choice for a quieter place to stay.,45,0.9947775602340698,0.0005205246852710843,0.004701931960880756,neutral,0.9972277283668518,0.0005782661610282958,0.0021939678117632866,neutral,ref
The hotel was a bargain and comes highly recommended.,One of the hotel rooms is a suite that is simply superb.,45,0.9976322650909424,0.0006899383151903749,0.0016777393175289035,neutral,0.9970355033874512,0.0008384009706787765,0.0021260930225253105,neutral,ref
The hotel was a bargain and comes highly recommended.,"The staff were generally friendly, but requests were not always met efficiently.",45,0.9978076815605164,0.0011732098646461964,0.001019156537950039,neutral,0.7943939566612244,0.2037043422460556,0.0019017249578610063,neutral,ref
The hotel was a bargain and comes highly recommended.,"The hotel provides great food, although some of the dishes are perhaps not too authentic to the region.",45,0.99783855676651,0.0009469985961914062,0.0012144966749474406,neutral,0.9162080883979797,0.08136044442653656,0.002431439934298396,neutral,ref
The hotel was a bargain and comes highly recommended.,The hotel provides internet access for guests.,45,0.9975425004959106,0.0007896096212789416,0.0016678747488185763,neutral,0.9977082014083862,0.0013333410024642944,0.0009584709187038243,neutral,ref
The hotel was a bargain and comes highly recommended.,The hotel premises also have a pool and seating around it.,45,0.997663140296936,0.0011552770156413317,0.0011816025944426656,neutral,0.9977760910987854,0.001001980621367693,0.0012219320051372051,neutral,ref
The hotel was a bargain and comes highly recommended.,If you upgrade to stay in a Casitas there is a view to the ponds of the grounds.,45,0.9960283041000366,0.0033019643742591143,0.0006697748904116452,neutral,0.8997122049331665,0.09794731438159943,0.0023405246902257204,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,The hotel even has a kids' club.,45,0.9977356195449829,0.0012312442995607853,0.0010331157827749848,neutral,0.997791051864624,0.001080149901099503,0.0011287523666396737,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,The hotel is conveniently near the tram system and there are great views of the coast.,45,0.997826874256134,0.0010758055141195655,0.0010972373420372605,neutral,0.9348469376564026,0.005411030724644661,0.05974200740456581,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,An ideal choice for a quieter place to stay.,45,0.6893365979194641,0.3040596842765808,0.0066037168726325035,neutral,0.7055740356445312,0.29272499680519104,0.0017009960720315576,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,One of the hotel rooms is a suite that is simply superb.,45,0.9976778626441956,0.0011343839578330517,0.0011878166114911437,neutral,0.9977014660835266,0.0013087225379422307,0.0009898630669340491,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,"The staff were generally friendly, but requests were not always met efficiently.",45,0.9975513815879822,0.0013738253619521856,0.0010747903725132346,neutral,0.9675728678703308,0.03138977661728859,0.0010373982368037105,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,"The hotel provides great food, although some of the dishes are perhaps not too authentic to the region.",45,0.9977606534957886,0.001119936932809651,0.0011193774407729506,neutral,0.9964393973350525,0.002796514891088009,0.00076408835593611,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,The hotel provides internet access for guests.,45,0.9972290396690369,0.0008349058334715664,0.0019360985606908798,neutral,0.9977204203605652,0.001299891504459083,0.0009796300437301397,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,The hotel premises also have a pool and seating around it.,45,0.9977127313613892,0.0011411549057811499,0.0011460642563179135,neutral,0.997814416885376,0.0010095753241330385,0.0011759442277252674,neutral,ref
The hotel is located centrally to the main strip and generally everything is within walking distance.,If you upgrade to stay in a Casitas there is a view to the ponds of the grounds.,45,0.997766375541687,0.001246214029379189,0.0009874292882159352,neutral,0.9971332550048828,0.00205765338614583,0.0008090667543001473,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,The hotel even has a kids' club.,45,0.9973708391189575,0.0017747742822393775,0.0008544064476154745,neutral,0.9976465106010437,0.0014241380849853158,0.0009293608018197119,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,The hotel is conveniently near the tram system and there are great views of the coast.,45,0.9948828220367432,0.0022742196451872587,0.0028429997619241476,neutral,0.9976807832717896,0.0011941540287807584,0.001125035691075027,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,An ideal choice for a quieter place to stay.,45,0.9902481436729431,0.001656707958318293,0.008095135912299156,neutral,0.997591495513916,0.0013623394770547748,0.0010462093632668257,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,One of the hotel rooms is a suite that is simply superb.,45,0.9976987242698669,0.0011312977876514196,0.001169928815215826,neutral,0.9977362155914307,0.0012683176901191473,0.000995490700006485,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,"The staff were generally friendly, but requests were not always met efficiently.",45,0.9975730776786804,0.0012716393684968352,0.0011553099611774087,neutral,0.9974017143249512,0.0014823672827333212,0.0011159507557749748,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,"The hotel provides great food, although some of the dishes are perhaps not too authentic to the region.",45,0.9911623001098633,0.006881965324282646,0.0019557098858058453,neutral,0.9967530369758606,0.0025067294482141733,0.0007402483024634421,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,The hotel provides internet access for guests.,45,0.8488485813140869,0.016705824062228203,0.13444553315639496,neutral,0.9976876974105835,0.0012750710593536496,0.001037182635627687,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,The hotel premises also have a pool and seating around it.,45,0.9975972771644592,0.0014897348592057824,0.0009129823883995414,neutral,0.9972821474075317,0.0018983582267537713,0.0008194586844183505,neutral,ref
It is a minute's walk to beach and nearby 4th street has a selection of local restaurants too.,If you upgrade to stay in a Casitas there is a view to the ponds of the grounds.,45,0.9919330477714539,0.0058827949687838554,0.0021841619163751602,neutral,0.997217059135437,0.0019624666310846806,0.0008204311598092318,neutral,ref
The rooms were clean and well maintained.,The hotel even has a kids' club.,45,0.9976992011070251,0.0012747428845614195,0.001026045996695757,neutral,0.9978187084197998,0.0008408134453929961,0.0013404650380834937,neutral,ref
The rooms were clean and well maintained.,The hotel is conveniently near the tram system and there are great views of the coast.,45,0.9977267384529114,0.0009090570383705199,0.0013642633566632867,neutral,0.9976404905319214,0.0008547853794880211,0.001504687126725912,neutral,ref
The rooms were clean and well maintained.,An ideal choice for a quieter place to stay.,45,0.9959142804145813,0.0005156120168976486,0.0035700721200555563,neutral,0.9974257349967957,0.0006822957075200975,0.0018919359426945448,neutral,ref
The rooms were clean and well maintained.,One of the hotel rooms is a suite that is simply superb.,45,0.9950072765350342,0.0008825113181956112,0.004110235720872879,neutral,0.9573724269866943,0.0005017279181629419,0.04212593287229538,neutral,ref
The rooms were clean and well maintained.,"The staff were generally friendly, but requests were not always met efficiently.",45,0.9976141452789307,0.0014909326564520597,0.0008949905168265104,neutral,0.9475483894348145,0.05086928606033325,0.0015823203139007092,neutral,ref
The rooms were clean and well maintained.,"The hotel provides great food, although some of the dishes are perhaps not too authentic to the region.",45,0.9948042035102844,0.004257048014551401,0.0009387467871420085,neutral,0.9943749904632568,0.004533648490905762,0.0010913694277405739,neutral,ref
The rooms were clean and well maintained.,The hotel provides internet access for guests.,45,0.9930056929588318,0.000988417654298246,0.006005885545164347,neutral,0.9977771639823914,0.0010853681014850736,0.001137498184107244,neutral,ref
The rooms were clean and well maintained.,The hotel premises also have a pool and seating around it.,45,0.9977299571037292,0.0011645153863355517,0.0011055712820962071,neutral,0.9977017045021057,0.0007218240643851459,0.0015765231801196933,neutral,ref
The rooms were clean and well maintained.,If you upgrade to stay in a Casitas there is a view to the ponds of the grounds.,45,0.9977116584777832,0.0011668591760098934,0.0011214668629691005,neutral,0.9977774024009705,0.0011612226953729987,0.0010613861959427595,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,The hotel even has a kids' club.,45,0.9974275231361389,0.0017332559218630195,0.000839240790810436,neutral,0.9974422454833984,0.001426981296390295,0.0011307357344776392,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,The hotel is conveniently near the tram system and there are great views of the coast.,45,0.9818859100341797,0.012966358102858067,0.005147759336978197,neutral,0.99784255027771,0.0011131626088172197,0.0010442230850458145,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,An ideal choice for a quieter place to stay.,45,0.995968222618103,0.0010837014997377992,0.002948123263195157,neutral,0.9975010752677917,0.0012865656754001975,0.0012124123750254512,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,One of the hotel rooms is a suite that is simply superb.,45,0.602525532245636,0.0023822470102459192,0.395092248916626,neutral,0.997575581073761,0.000924902327824384,0.001499565551057458,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,"The staff were generally friendly, but requests were not always met efficiently.",45,0.9978324770927429,0.0011122069554403424,0.0010553225874900818,neutral,0.9725741744041443,0.026264486834406853,0.0011612685630097985,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,"The hotel provides great food, although some of the dishes are perhaps not too authentic to the region.",45,0.9978739023208618,0.0010017063468694687,0.0011244445340707898,neutral,0.9970493316650391,0.0021910592913627625,0.000759592279791832,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,The hotel provides internet access for guests.,45,0.9763251543045044,0.0036040961276739836,0.020070800557732582,neutral,0.9976383447647095,0.0013400622410699725,0.001021604286506772,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,The hotel premises also have a pool and seating around it.,45,0.9975326061248779,0.001507122884504497,0.0009602151112630963,neutral,0.997612714767456,0.0011939620599150658,0.0011933798668906093,neutral,ref
They were reasonably priced and the deluxe options have a balcony overlooking 5th Avenue.,If you upgrade to stay in a Casitas there is a view to the ponds of the grounds.,45,0.9283013343811035,0.062126971781253815,0.009571670554578304,neutral,0.9943242073059082,0.003985496237874031,0.001690269447863102,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,The hotel even has a kids' club.,45,0.9975929856300354,0.0014834437752142549,0.0009235773468390107,neutral,0.9977490305900574,0.0012922147288918495,0.0009587560198269784,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,The hotel is conveniently near the tram system and there are great views of the coast.,45,0.9975048899650574,0.0011886735446751118,0.001306420424953103,neutral,0.9976977705955505,0.0010381614556536078,0.0012640890199691057,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,An ideal choice for a quieter place to stay.,45,0.8164441585540771,0.17901180684566498,0.004544035531580448,neutral,0.9977824091911316,0.0011725777294486761,0.001045035314746201,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,One of the hotel rooms is a suite that is simply superb.,45,0.9977977275848389,0.001119613298214972,0.0010826621437445283,neutral,0.9977973699569702,0.0011805694084614515,0.0010220722761005163,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,"The staff were generally friendly, but requests were not always met efficiently.",45,0.9956986904144287,0.003136508399620652,0.0011647697538137436,neutral,0.9078289270401001,0.09051994979381561,0.0016511378344148397,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,"The hotel provides great food, although some of the dishes are perhaps not too authentic to the region.",45,0.9960761666297913,0.003040758892893791,0.0008830069564282894,neutral,0.9139386415481567,0.08484058827161789,0.0012206981191411614,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,The hotel provides internet access for guests.,45,0.7960975170135498,0.009485296905040741,0.19441714882850647,neutral,0.9976195693016052,0.001496009062975645,0.0008844148251228034,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,The hotel premises also have a pool and seating around it.,45,0.9975722432136536,0.0014021906536072493,0.0010255303932353854,neutral,0.9976765513420105,0.001310446416027844,0.0010130248265340924,neutral,ref
The staff are incredibly knowledgeable about the local area and will happily spend some time advising on the best places to see.,If you upgrade to stay in a Casitas there is a view to the ponds of the grounds.,45,0.9968811273574829,0.001529072760604322,0.0015898196725174785,neutral,0.9976134300231934,0.0014414095785468817,0.0009451367659494281,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.",The hotel even has a kids' club.,45,0.9959195852279663,0.00312043190933764,0.0009599954355508089,neutral,0.9465668797492981,0.05194251239299774,0.0014906185679137707,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.",The hotel is conveniently near the tram system and there are great views of the coast.,45,0.9966558218002319,0.0022608621511608362,0.0010833318810909986,neutral,0.9958745837211609,0.0034891602117568254,0.0006362188723869622,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.",An ideal choice for a quieter place to stay.,45,0.9747971296310425,0.0035895409528166056,0.02161337435245514,neutral,0.9975456595420837,0.0016065536765381694,0.0008477443479932845,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.",One of the hotel rooms is a suite that is simply superb.,45,0.9967998266220093,0.0020548186730593443,0.001145362970419228,neutral,0.9955778121948242,0.003790095914155245,0.0006321095861494541,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.","The staff were generally friendly, but requests were not always met efficiently.",45,0.9929459691047668,0.00520443357527256,0.0018496252596378326,neutral,0.9464651942253113,0.052663978189229965,0.0008708429522812366,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.","The hotel provides great food, although some of the dishes are perhaps not too authentic to the region.",45,0.9955357313156128,0.002376006217673421,0.0020882273092865944,neutral,0.9948111772537231,0.004570081830024719,0.0006187762483023107,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.",The hotel provides internet access for guests.,45,0.8484131097793579,0.012462221086025238,0.13912466168403625,neutral,0.9926128387451172,0.006769118364900351,0.0006180126802064478,neutral,ref
"They were even gracious enough to book taxis to the airport, which is a great touch.",The hotel premises also have a pool and seating around it.,45,0.9977173805236816,0.001309467596001923,0.0009731187019497156,neutral,0.9945353269577026,0.0048475805670022964,0.0006171379936859012,neutral,ref
