,example_no,split,entity_a,entity_a_name,entity_b,entity_b_name,summ_type,summ_no,sent_id,complex_sent,simple_sent_id,simple_sent,negated_simple_sent,Completed
774,22,dev,302130,Island Shangri La Hotel,302173,Regal Airport Hotel,refs_b,0,E022RB00N003,"The rooms in the hotel are large and spacious , but some of the electrical items in the room were not functioning.",E022RB00N003_001,Some of the electrical items in the room were not functioning.,,
775,22,dev,302130,Island Shangri La Hotel,302173,Regal Airport Hotel,refs_b,0,E022RB00N004,The buffet breakfast was great.,E022RB00N004_000,There was a buffet breakfast.,,
776,22,dev,302130,Island Shangri La Hotel,302173,Regal Airport Hotel,refs_b,0,E022RB00N004,The buffet breakfast was great.,E022RB00N004_001,The buffet breakfast was great.,,
777,22,dev,302130,Island Shangri La Hotel,302173,Regal Airport Hotel,refs_b,0,E022RB00N005,The luggage was dealt with really well and the check-in experience was super efficient.,E022RB00N005_000,The luggage was dealt with really well.,,
778,22,dev,302130,Island Shangri La Hotel,302173,Regal Airport Hotel,refs_b,0,E022RB00N005,The luggage was dealt with really well and the check-in experience was super efficient.,E022RB00N005_001,The check-in experience was super efficient.,,
779,22,dev,302130,Island Shangri La Hotel,302173,Regal Airport Hotel,refs_comm,0,E022RC00N000,The rooms at the hotel were clean and spacious and the hotel staff were great.,E022RC00N000_000,The rooms at the hotel were clean and spacious.,,
780,22,dev,302130,Island Shangri La Hotel,302173,Regal Airport Hotel,refs_comm,0,E022RC00N000,The rooms at the hotel were clean and spacious and the hotel staff were great.,E022RC00N000_001,The hotel staff were great.,,
781,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N000,The hotel was clean and reasonably priced.,E023RA00N000_000,The hotel was clean.,The hotel was filthy.,Yes
782,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N000,The hotel was clean and reasonably priced.,E023RA00N000_001,The hotel was reasonably priced.,The hotel was very expensive.,Yes
783,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N001,The hotel does need a makeover and would improve if some of the charges were lowered.,E023RA00N001_000,The hotel needs a makeover.,The hotel was very stylish.,Need Help
784,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N001,The hotel does need a makeover and would improve if some of the charges were lowered.,E023RA00N001_001,The hotel would improve if some of the charges were lowered.,The hotel would not improve if some of the charges were lowered.,Need Help
785,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N002,"This hotel is located in a really great area with a really handy walk to the shopping area and restaurants, as well as a convention centre nearby.",E023RA00N002_000,This hotel is located in a really great area.,The hotel is located in a very run-down area.,Yes
786,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N002,"This hotel is located in a really great area with a really handy walk to the shopping area and restaurants, as well as a convention centre nearby.",E023RA00N002_001,It is a really handy walk to the shopping area and restaurants.,It is a very long walk to the shopping area and restaurants.,Yes
787,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N002,"This hotel is located in a really great area with a really handy walk to the shopping area and restaurants, as well as a convention centre nearby.",E023RA00N002_002,There is a convention centre nearby.,There is no convention centre nearby.,Yes
788,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N003,The rooms are spacious and flawlessly clean with everything available that you could possibly need.,E023RA00N003_000,The rooms are spacious.,The rooms are small.,Yes
789,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N003,The rooms are spacious and flawlessly clean with everything available that you could possibly need.,E023RA00N003_001,The rooms are flawlessly clean.,The rooms are superlatively filthy.,Yes
790,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N003,The rooms are spacious and flawlessly clean with everything available that you could possibly need.,E023RA00N003_002,Everything you could possibly need is available in the rooms.,Nothing you need is available in the rooms.,Yes
791,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N004,The bed was unbelievably comfortable and provide a great night's sleep.,E023RA00N004_000,The bed was unbelievably comfortable.,The bed was unbelievably uncomfortable.,Yes
792,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N004,The bed was unbelievably comfortable and provide a great night's sleep.,E023RA00N004_001,The bed provided a great night's sleep.,The bed did not provide a great night's sleep.,Yes
793,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N005,The hotel is a little bit outdated and in need of a bit of an upgrade though.,E023RA00N005_000,The hotel is a little bit outdated.,The hotel is very modern.,Yes
794,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N005,The hotel is a little bit outdated and in need of a bit of an upgrade though.,E023RA00N005_001,The hotel is in need of a bit of an upgrade.,The hotel is fully upgraded.,Yes
795,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N006,The hotel had an expensive breakfast however overall the food is great.,E023RA00N006_000,The hotel had an expensive breakfast.,The hotel has a breakfast that is light on your wallet.,Yes
796,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N006,The hotel had an expensive breakfast however overall the food is great.,E023RA00N006_001,"Overall, the food is great.","Overall, the food is bad.",Yes
797,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N007,The pool at the hotel is open for a good amount of time for guests.,E023RA00N007_000,The pool at the hotel is open for a good amount of time for guests.,The pool at the hotel is barely open for guests.,Yes
798,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N008,"There is also parking available which is a bit expensive, but the hotel can help out with it.",E023RA00N008_000,There is parking available.,There is no place to park.,Yes
799,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N008,"There is also parking available which is a bit expensive, but the hotel can help out with it.",E023RA00N008_001,The parking is a bit expensive.,The parking is cheap.,Yes
800,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_a,0,E023RA00N008,"There is also parking available which is a bit expensive, but the hotel can help out with it.",E023RA00N008_002,The hotel can help out with the parking.,The hotel does not provide any assistance with parking.,Yes
801,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N000,You will want to come back again and again to this hotel because it exceeds any other hotels in the city.,E023RB00N000_000,You will want to come back again and again to this hotel.,,
802,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N000,You will want to come back again and again to this hotel because it exceeds any other hotels in the city.,E023RB00N000_001,This hotel exceeds any other hotels in the city.,,
803,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N001,"The staff have a professional attitude, although due to it being a new venue some of the staff need a bit more time to develop.",E023RB00N001_000,The staff have a professional attitude.,,
804,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N001,"The staff have a professional attitude, although due to it being a new venue some of the staff need a bit more time to develop.",E023RB00N001_001,"Due to it being a new venue, some of the staff need a bit more time to develop.",,
805,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N002,"However, we were provided a complimentary round of drinks by staff due to this.",E023RB00N002_000,We were provided a complimentary round of drinks by staff.,,
806,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N002,"However, we were provided a complimentary round of drinks by staff due to this.",E023RB00N002_001,The reason for this was due to something (unspecified) that happened.,,
807,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N003,The hotel provides a good breakfast and also an afternoon hor d'oeuvres buffet.,E023RB00N003_000,The hotel provides a good breakfast.,,
808,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N003,The hotel provides a good breakfast and also an afternoon hor d'oeuvres buffet.,E023RB00N003_001,The hotel also provides an afternoon hor d'oeuvres buffet.,,
809,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N004,The staff also provided a complimentary round of drinks by way of an apology.,E023RB00N004_000,The staff provided a complimentary round of drinks.,,
810,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N004,The staff also provided a complimentary round of drinks by way of an apology.,E023RB00N004_001,The drinks were provided as an apology.,,
811,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N005,The hotel was a very good price and exceeded expectations set out by the website.,E023RB00N005_000,The hotel was a very good price.,,
812,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_b,0,E023RB00N005,The hotel was a very good price and exceeded expectations set out by the website.,E023RB00N005_001,The hotel exceeded expectations set out by the website.,,
813,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_comm,0,E023RC00N000,The hotel is highly recommended.,E023RC00N000_000,The hotel is recommended.,,
814,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_comm,0,E023RC00N000,The hotel is highly recommended.,E023RC00N000_001,The recommendation is high.,,
815,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_comm,0,E023RC00N001,It is in a great location and the staff at the hotel are very amiable and helpful to guests' needs.,E023RC00N001_000,It is in a great location.,,
816,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_comm,0,E023RC00N001,It is in a great location and the staff at the hotel are very amiable and helpful to guests' needs.,E023RC00N001_001,The staff at the hotel are very amiable.,,
817,23,dev,155846,Sutton Place Hotel Vancouver,1108305,L'Hermitage Hotel,refs_comm,0,E023RC00N001,It is in a great location and the staff at the hotel are very amiable and helpful to guests' needs.,E023RC00N001_002,The staff at the hotel are very helpful to guests' needs.,,
818,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N000,This greatly loved hotel is well kept and comfortable.,E024RA00N000_000,This hotel is greatly loved.,The hotel is highly detested.,Yes
819,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N000,This greatly loved hotel is well kept and comfortable.,E024RA00N000_001,The hotel is well kept.,The hotel is run-down.,Yes
820,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N000,This greatly loved hotel is well kept and comfortable.,E024RA00N000_002,The hotel is comfortable.,Comfort is the last thing you would associate with the hotel.,Need Help
821,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N001,Everything you could need in terms of shops and restaurants are really close to this hotel making it superbly located.,E024RA00N001_000,Everything you could need in terms of shops and restaurants are really close to this hotel.,"In terms of shops and restaurants, nothing is close to the hotel.",Yes
822,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N001,Everything you could need in terms of shops and restaurants are really close to this hotel making it superbly located.,E024RA00N001_001,This hotel is superbly located.,The hotel is terribly located.,Yes
823,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N002,Additionally there are plenty of attractions such as a theatre and cathedral just around the corner.,E024RA00N002_000,There are plenty of attractions.,There are no attractions.,Yes
824,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N002,Additionally there are plenty of attractions such as a theatre and cathedral just around the corner.,E024RA00N002_001,The attractions include a theatre and cathedral.,The attractions do not include a theatre or a cathedral.,Need Help
825,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N002,Additionally there are plenty of attractions such as a theatre and cathedral just around the corner.,E024RA00N002_002,The theatre and cathedral are just around the corner.,The theatre and the cathedral are extremely far.,Yes
826,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N003,The view from the luxurious room was really nice overlooking the courtyard when it was sunny.,E024RA00N003_000,The view from the luxurious room was really nice.,The view from the luxurious room was surprisingly bad.,Yes
827,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N003,The view from the luxurious room was really nice overlooking the courtyard when it was sunny.,E024RA00N003_001,The view was overlooking the courtyard.,The view did not overlook the courtyard.,Yes
828,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N003,The view from the luxurious room was really nice overlooking the courtyard when it was sunny.,E024RA00N003_002,The view was nice when it was sunny.,The view wasn't nice even when it was sunny.,Yes
829,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N004,Additionally rooms can accommodate four people while still being comfortable and really clean.,E024RA00N004_000,Rooms can accommodate four people.,Rooms cannot accomodate four people.,Yes
830,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N004,Additionally rooms can accommodate four people while still being comfortable and really clean.,E024RA00N004_001,The rooms are comfortable.,The rooms are uncomfortable.,Yes
831,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N004,Additionally rooms can accommodate four people while still being comfortable and really clean.,E024RA00N004_002,The rooms are really clean.,The rooms are really dirty.,Yes
832,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N004,Additionally rooms can accommodate four people while still being comfortable and really clean.,E024RA00N004_003,"Additionally, the rooms can accommodate four people while still being comfortable and really clean.","Additionally, the rooms cannot accommodate four people while being uncomfortable and really dirty.",Need Help
833,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N005,The doorman was always at the entrance of the hotel to greet guests and the great staff were very welcoming.,E024RA00N005_000,The doorman was always at the entrance of the hotel to greet guests.,The doorman was never at the entrance of the hotel to greet guests.,Yes
834,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N005,The doorman was always at the entrance of the hotel to greet guests and the great staff were very welcoming.,E024RA00N005_001,The great staff were very welcoming.,The staff were not welcoming.,Need Help
835,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N006,There was a buffet for breakfast and it provided great-tasting food.,E024RA00N006_000,There was a buffet for breakfast.,There was no buffet for breakfast.,Yes
836,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N006,There was a buffet for breakfast and it provided great-tasting food.,E024RA00N006_001,The food provided was great-tasting.,The food provided was bad-tasting.,Yes
837,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N007,Additionally there is a great outdoor dining area that was well-suited for eating lunch.,E024RA00N007_000,There is a great outdoor dining area.,There is a mediocre outdoor dining area.,Need Help
838,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N007,Additionally there is a great outdoor dining area that was well-suited for eating lunch.,E024RA00N007_001,It was well-suited for eating lunch.,It was not suited for eating lunch.,Yes
839,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N007,Additionally there is a great outdoor dining area that was well-suited for eating lunch.,E024RA00N007_002,"Additionally, it is available.","Additionally, it is not available.",Yes
840,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N008,There were some really great toiletries available at this hotel.,E024RA00N008_000,There were toiletries available at this hotel.,There were no toiltries available at this hotel.,Yes
841,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N008,There were some really great toiletries available at this hotel.,E024RA00N008_001,The toiletries were great.,The toiletries were abysmal.,Yes
842,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N009,The price was really reasonable as well considering how comfortable and elegant the hotel is.,E024RA00N009_000,The price was really reasonable.,The price was unreasonable.,Yes
843,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N009,The price was really reasonable as well considering how comfortable and elegant the hotel is.,E024RA00N009_001,The hotel is comfortable and elegant.,The hotel is uncomfortable and inelegant.,Yes
844,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N000,A good quality hotel that provides a nice and enjoyable stay that will not break the bank.,E024RB00N000_000,The hotel is of good quality.,,
845,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N000,A good quality hotel that provides a nice and enjoyable stay that will not break the bank.,E024RB00N000_001,The hotel provides a nice and enjoyable stay.,,
846,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N000,A good quality hotel that provides a nice and enjoyable stay that will not break the bank.,E024RB00N000_002,The stay will not break the bank.,,
847,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N001,The bathtub in the room took too long to drain and there is only the facility for one computer to have access to the internet per room.,E024RB00N001_000,The bathtub in the room took too long to drain.,,
848,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N001,The bathtub in the room took too long to drain and there is only the facility for one computer to have access to the internet per room.,E024RB00N001_001,There is only the facility for one computer to have access to the internet per room.,,
849,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N002,"The hotel's breakfast selection was really good, as well as the selection provided at the bar.",E024RB00N002_000,The hotel's breakfast selection was really good.,,
850,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N002,"The hotel's breakfast selection was really good, as well as the selection provided at the bar.",E024RB00N002_001,The selection provided at the bar was also good.,,
851,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N003,"Rooms on the executive floor are provided with a complimentary breakfast, as well as appetisers and snacks for a nominal fee.",E024RB00N003_000,Rooms on the executive floor are provided with a complimentary breakfast.,,
852,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N003,"Rooms on the executive floor are provided with a complimentary breakfast, as well as appetisers and snacks for a nominal fee.",E024RB00N003_001,Rooms on the executive floor are provided with appetisers and snacks for a nominal fee.,,
853,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N000,"The staff at this highly recommended Montreal hotel were friendly, warm and so helpful.",E024RC00N000_000,This is a highly recommended Montreal hotel.,,
854,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N000,"The staff at this highly recommended Montreal hotel were friendly, warm and so helpful.",E024RC00N000_001,"The staff at the hotel were friendly, warm, and so helpful.",,
855,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N001,"The hotel is also close to sights, restaurants and shopping.",E024RC00N001_000,The hotel is close to sights.,,
856,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N001,"The hotel is also close to sights, restaurants and shopping.",E024RC00N001_001,The hotel is close to restaurants.,,
857,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N001,"The hotel is also close to sights, restaurants and shopping.",E024RC00N001_002,The hotel is close to shopping.,,
858,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N000,The hotel is great and provides a safe place to stay.,E025RA00N000_000,The hotel is great.,The hotel sucks.,Yes
859,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N000,The hotel is great and provides a safe place to stay.,E025RA00N000_001,The hotel provides a safe place to stay.,The hotel did not provide a safe place to stay.,Yes
860,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N001,It is a favourite with guests.,E025RA00N001_000,It is a favourite.,Is is not a favorite.,Yes
861,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N001,It is a favourite with guests.,E025RA00N001_001,It is a favourite with guests.,It is not a favorite with guests.,Yes
862,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N002,The hotel is close to the metro line and Rembrandt Square and away from the louder tourist areas.,E025RA00N002_000,The hotel is close to the metro line.,The hotel is far away from the metro line.,Yes
863,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N002,The hotel is close to the metro line and Rembrandt Square and away from the louder tourist areas.,E025RA00N002_001,The hotel is close to Rembrandt Square.,The hotel is far away from Rembrandt Square.,Yes
864,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N002,The hotel is close to the metro line and Rembrandt Square and away from the louder tourist areas.,E025RA00N002_002,The hotel is away from the louder tourist areas.,The hotel is near louder tourist areas.,Yes
865,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N003,The room was quite small at this hotel but it was quite modern and clean.,E025RA00N003_000,The room was quite small at this hotel.,The room was quite big at this hotel.,Yes
866,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N003,The room was quite small at this hotel but it was quite modern and clean.,E025RA00N003_001,The room was quite modern and clean.,The room was quite old and dirty.,Yes
867,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N004,"Everything was wheelchair-accessible which was fantastic, even if there was no shower curtain and it left the bathroom floor somewhat wet.",E025RA00N004_000,"Everything was wheelchair-accessible, which was fantastic.","Nothing was wheelchair-accessible, which was disappointing.",Need Help
868,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N004,"Everything was wheelchair-accessible which was fantastic, even if there was no shower curtain and it left the bathroom floor somewhat wet.",E025RA00N004_001,There was no shower curtain.,There was a shower curtain.,Yes
869,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N004,"Everything was wheelchair-accessible which was fantastic, even if there was no shower curtain and it left the bathroom floor somewhat wet.",E025RA00N004_002,The bathroom floor was somewhat wet.,The bathroom floor was dry.,Yes
870,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N005,The staff at the front desk were unhelpful to guests.,E025RA00N005_000,The staff was at the front desk.,The staff was not at the front desk.,Yes
871,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N005,The staff at the front desk were unhelpful to guests.,E025RA00N005_001,The staff was unhelpful to guests.,The staff was helpful to the guests.,Yes
872,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N006,The hotel provides a fantastic selection of food in their seafood bistro.,E025RA00N006_000,The hotel provides a fantastic selection of food.,The hotel provides a bad selection of food.,Yes
873,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N006,The hotel provides a fantastic selection of food in their seafood bistro.,E025RA00N006_001,The food is available in their seafood bistro.,The food is not available in their seafood bistro.,Need Help
874,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N007,The WiFi in the hotel lobby is very slow.,E025RA00N007_000,The WiFi is in the hotel lobby.,There is no WiFi in the hotel lobby.,Yes
875,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N007,The WiFi in the hotel lobby is very slow.,E025RA00N007_001,The WiFi is very slow.,The WiFi is very fast.,Yes
876,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N008,The carpet was dirty and the exterior of the hotel is noisy and overcrowded.,E025RA00N008_000,The carpet was dirty.,The carpet was clean.,Yes
877,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N008,The carpet was dirty and the exterior of the hotel is noisy and overcrowded.,E025RA00N008_001,The exterior of the hotel is noisy and overcrowded.,The exterior of the hotel is quiet and not overcrowded.,Yes
878,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N000,"The stay at the hotel was quite expensive, but absolutely worth the cost.",E025RB00N000_000,The stay at the hotel was quite expensive.,,
879,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N000,"The stay at the hotel was quite expensive, but absolutely worth the cost.",E025RB00N000_001,The stay at the hotel was absolutely worth the cost.,,
880,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N001,No complaints.,E025RB00N001_000,There are no complaints.,,
881,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N002,The view from the room was great because it overlooked the canal.,E025RB00N002_000,The view from the room was great.,,
882,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N002,The view from the room was great because it overlooked the canal.,E025RB00N002_001,The room overlooked the canal.,,
883,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N003,"The wireless internet in the room was free, which is really useful.",E025RB00N003_000,The wireless internet in the room was free.,,
884,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N003,"The wireless internet in the room was free, which is really useful.",E025RB00N003_001,This is really useful.,,
885,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N004,Even better though is that the rooms are luxurious and decorated to a lovely standard.,E025RB00N004_000,The rooms are luxurious.,,
886,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N004,Even better though is that the rooms are luxurious and decorated to a lovely standard.,E025RB00N004_001,The rooms are decorated to a lovely standard.,,
887,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N005,All of the staff were lovely because they were friendly but professional at the same time.,E025RB00N005_000,All of the staff were lovely.,,
888,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N005,All of the staff were lovely because they were friendly but professional at the same time.,E025RB00N005_001,They were friendly.,,
